Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
PM-027,1033,QM,E4,A,Navigation Administrator,Maintenance,4231/034,N/A,Maintenance Index Page (MIP),"Repair an/wrn-6(v)1 navigation set, satellite",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-028,1034,QM,E1,A,Navigation Administrator,Maintenance,4361/038,N/A,Maintenance Index Page (MIP),Maintain security locks,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-029,1035,QM,E5,J,Navigation Specialist,Maintenance,4361/038,N/A,Maintenance Index Page (MIP),Troubleshoot security locks,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-030,1036,QM,E5,J,Navigation Specialist,Maintenance,4361/038,N/A,Maintenance Index Page (MIP),Repair security locks,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-031,1037,QM,E1,A,Navigation Administrator,Maintenance,4431/010,N/A,Maintenance Index Page (MIP),"Repair communication system, visual and audible",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-032,1038,QM,E5,J,Navigation Specialist,Maintenance,4431/010,N/A,Maintenance Index Page (MIP),"Maintain communication system, visual and audible",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-033,1039,QM,E5,J,Navigation Specialist,Maintenance,4431/010,N/A,Maintenance Index Page (MIP),"Troubleshoot communication system, visual and audible",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-034,1040,QM,E4,A,Navigation Administrator,Maintenance,5000/005,N/A,Maintenance Index Page (MIP),Maintain valves and valve operators,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-035,1041,QM,E4,A,Navigation Administrator,Maintenance,5000/005,N/A,Maintenance Index Page (MIP),Troubleshoot valves and valve operators,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-036,1042,QM,E4,A,Navigation Administrator,Maintenance,5000/005,N/A,Maintenance Index Page (MIP),Repair valves and valve operators,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-037,1043,QM,E4,A,Navigation Administrator,Maintenance,5512/053,N/A,Maintenance Index Page (MIP),"Maintain Air Systems, Low and Medium Pressure",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-038,1044,QM,E4,A,Navigation Administrator,Maintenance,5512/053,N/A,Maintenance Index Page (MIP),"Troubleshoot Air Systems, Low and Medium Pressure",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-039,1045,QM,E4,A,Navigation Administrator,Maintenance,5512/053,N/A,Maintenance Index Page (MIP),"Repair Air Systems, Low and Medium Pressure",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing to Validate Against,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-040,1046,QM,E4,A,DCPO,Maintenance,5832/014,N/A,Maintenance Index Page (MIP),"Maintain life preserver, mik-1 (commercial)",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-041,1047,QM,E4,A,DCPO,Maintenance,5832/014,N/A,Maintenance Index Page (MIP),"Repair life preserver, mik-1 (commercial)",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-042,1048,QM,E4,A,DCPO,Maintenance,5832/014,N/A,Maintenance Index Page (MIP),"Troubleshoot life preserver, mik-1 (commercial)",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-043,1049,QM,E4,A,DCPO,Maintenance,5832/016,N/A,Maintenance Index Page (MIP),"Maintain life preserver, abandon ship, commercial models",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-044,1050,QM,E4,A,DCPO,Maintenance,5832/016,N/A,Maintenance Index Page (MIP),"Troubleshoot life preserver, abandon ship, commercial models",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-045,1051,QM,E4,A,DCPO,Maintenance,5832/016,N/A,Maintenance Index Page (MIP),"Repair life preserver, abandon ship, commercial models",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-046,1052,QM,E5,J,DCPO,Maintenance,5882/008,N/A,Maintenance Index Page (MIP),Troubleshoot aviation support facility,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-047,1053,QM,E5,J,DCPO,Maintenance,5882/008,N/A,Maintenance Index Page (MIP),Repair aviation support facility,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-048,1054,QM,E1,A,DCPO,Maintenance,5882/008,N/A,Maintenance Index Page (MIP),Maintain aviation support facility,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-049,1055,QM,E1,A,Safety PO ,Maintenance,6121/003,N/A,Maintenance Index Page (MIP),"Maintain railings, stanchions, and lifelines",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-050,1056,QM,E1,A,Safety PO ,Maintenance,6121/003,N/A,Maintenance Index Page (MIP),"Troubleshoot railings, stanchions, and lifelines",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-051,1057,QM,E1,A,Safety PO ,Maintenance,6121/003,N/A,Maintenance Index Page (MIP),"Repair railings, stanchions, and lifelines",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-052,1058,QM,E1,A,Safety PO ,Maintenance,6200/001,N/A,Maintenance Index Page (MIP),Maintain hull compartmentation,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-053,1059,QM,E1,A,Safety PO ,Maintenance,6200/001,N/A,Maintenance Index Page (MIP),Troubleshoot hull compartmentation,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-054,1060,QM,E1,A,Safety PO ,Maintenance,6200/001,N/A,Maintenance Index Page (MIP),Repair hull compartmentation,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-055,1061,QM,E4,A,Safety PO ,Maintenance,6342/001,N/A,Maintenance Index Page (MIP),"Repair deck coverings, critical coated nonskid",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-056,1062,QM,E7,M,Safety PO ,Maintenance,6342/001,N/A,Maintenance Index Page (MIP),"Maintain deck coverings, critical coated nonskid",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-057,1063,QM,E7,M,Safety PO ,Maintenance,6342/001,N/A,Maintenance Index Page (MIP),"Troubleshoot deck coverings, critical coated nonskid",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-058,1064,QM,E1,A,Safety PO ,Maintenance,6630/003,N/A,Maintenance Index Page (MIP),Maintain man overboard indicator system (MOBI),All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-059,1065,QM,E1,A,Safety PO ,Maintenance,6630/003,N/A,Maintenance Index Page (MIP),Troubleshoot man overboard indicator system (MOBI),All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-060,1066,QM,E1,A,Safety PO ,Maintenance,6630/003,N/A,Maintenance Index Page (MIP),Repair man overboard indicator system (MOBI),All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-061,1067,QM,E5,J,DCPO,Maintenance,6641/004,N/A,Maintenance Index Page (MIP),Maintain DCPO-miscellaneous items,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-062,1068,QM,E5,J,DCPO,Maintenance,6641/004,N/A,Maintenance Index Page (MIP),Troubleshoot DCPO-miscellaneous items,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-063,1069,QM,E5,J,DCPO,Maintenance,6641/004,N/A,Maintenance Index Page (MIP),Repair DCPO-miscellaneous items,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-064,1070,QM,E4,A,DCPO,Maintenance,6641/007,N/A,Maintenance Index Page (MIP),"Maintain space, sanitary",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-065,1071,QM,E4,A,DCPO,Maintenance,6641/007,N/A,Maintenance Index Page (MIP),"Troubleshoot space, sanitary",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-066,1072,QM,E4,A,DCPO,Maintenance,6641/007,N/A,Maintenance Index Page (MIP),"Repair space, sanitary",All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-067,1073,QM,E1,A,DCPO,Maintenance,6641/018,N/A,Maintenance Index Page (MIP),Troubleshoot shipboard CBR-D equipment,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-068,1074,QM,E1,A,DCPO,Maintenance,6641/018,N/A,Maintenance Index Page (MIP),Repair shipboard CBR-D equipment,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-069,1075,QM,E1,A,DCPO,Maintenance,6641/081,N/A,Maintenance Index Page (MIP),Maintain DCPO-Climate Control Items,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-070,1076,QM,E1,A,DCPO,Maintenance,6641/081,N/A,Maintenance Index Page (MIP),Repair DCPO-Climate Control Items,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM-071,1077,QM,E1,A,DCPO,Maintenance,6641/081,N/A,Maintenance Index Page (MIP),Troubleshoot DCPO-Climate Control Items,All Sailor Task (Ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ12-001,474,QM,E1,A,Anchor Watch,Equipment Administration,NAVEDTRA 43397-F (301 Anchor Watch),10/2/2017,300 Series PQS Watch Station,Inspect ground tackle,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ12-002,475,QM,E1,A,Anchor Watch,Communications,NAVEDTRA 43397-F (301 Anchor Watch),10/2/2017,300 Series PQS Watch Station,Relieve the watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ12-003,476,QM,E1,A,Anchor Watch,Equipment Administration,NAVEDTRA 43397-F (301 Anchor Watch),10/2/2017,300 Series PQS Watch Station,"Observe an anchor chain under light, moderate, and heavy strain and make appropriate reports to the bridge",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-001,477,QM,E1,A,Messenger of the Watch,Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Read all applicable instructions prior to assuming watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-002,478,QM,E1,A,Messenger of the Watch,Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Assume the watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-003,479,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Answer quarterdeck telephones,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-004,480,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Make 12 o'clock reports ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-005,481,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Observe sunrise,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-006,482,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Observe sunset,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-007,483,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Execute morning colors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-008,484,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Execute evening colors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-009,485,QM,E1,A,Messenger of the Watch,Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Assist with the control of liberty parties leaving/returning to ship,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-010,486,QM,E1,A,Messenger of the Watch,Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Execute calls in the Wake-Up Log,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-011,487,QM,E1,A,Messenger of the Watch,Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Maintain quarterdeck cleanliness,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-012,488,QM,E1,A,Messenger of the Watch,Equipment Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Check ships boats moored to pier/boat boom,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-013,489,QM,E1,A,Messenger of the Watch,Equipment Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Man sound-powered telephone,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-014,490,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Man IVCS emergency net,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-015,491,QM,E1,A,Messenger of the Watch,Equipment Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Operate quarterdeck alarms,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-016,492,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Use ship's announcing system (1MC) as directed,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ13-017,493,QM,E1,A,Messenger of the Watch,Equipment Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Raise/lower pennants/flags as directed by OOD/POOW,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-001,494,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Read all applicable instructions prior to assuming watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-002,495,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Assume the watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-003,496,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Carry out daily routine and orders as the OOD directs,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-004,497,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Make entries in the Deck Log of all events as directed by the OOD,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-005,498,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Carry out routine for OOD when the OOD is at the gangway/brow,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-006,499,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Assist OOD with execution of boat schedule,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-007,500,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Assist in the inspection and control of the liberty party,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-008,501,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,"Render honors to officers/officials in passing (afoot, vehicle, and boat)",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-009,502,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Announce the CO’s/ranking officer’s/official’s arrival and departure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-010,503,QM,E5,J,Petty Officer of the Watch,Equipment Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Strike bells as OOD directs,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-011,504,QM,E5,J,Petty Officer of the Watch,Equipment Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Supervise and control the ship's general announcing system (1MC),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ14-012,505,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Observe sunrise,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
