Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
NS-227,1405,ALL,E2,A,General Sailor,Sea Power,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the components of United States sea power: Navy, Merchant Marine, Coast Guard, and Military Sealift Command",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-228,1406,ALL,E2,A,General Sailor,"Customs, Traditions, and Courtesies",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Understand the meaning and recite the Sailor's Creed,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Comply with information awareness security requirements when utilizing computer assets IAW Navy guidance and directives.,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-229,1407,ALL,E2,A,General Sailor,Organization,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Explain the purpose and function of the Chain of Command,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-230,1408,ALL,E2,A,General Sailor,Organization,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Summarize scope and purpose of the Standard Organization and Regulations Manual (SORM) of the U.S. Navy,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-231,1409,ALL,E2,A,General Sailor,Organization,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Review the content of the Command's Standard Organization and Regulations Manual (SORM),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-232,1410,ALL,E2,A,General Sailor,Leadership,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the concepts of Navy core values,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Practice Operations Security (OPSEC),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-233,1411,ALL,E2,A,General Sailor,International Agreements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the general provisions of the Geneva Convention concerning treatment and rights of Prisoners of War,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-234,1412,ALL,E2,A,General Sailor,International Agreements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the general provisions of the Law of Armed Conflict,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Comprehend the purpose and requirements of the Physical Readiness Program,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-235,1413,ALL,E2,A,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the basic security policies, requirements and procedures for handling classified material and Information",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-236,1414,ALL,E2,A,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the basic security requirements and procedures pertaining to Information Systems (IS) security,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the sexual harassment reporting procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-237,1415,ALL,E2,A,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the basic security requirements and procedures pertaining to telephone security,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-238,1416,ALL,E2,A,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the difference between official and unofficial Internet-based Capability (IbC ) posts,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-239,1417,ALL,E2,A,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the responsibilities in handling command critical information,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Understand the process and responsibility for voting in national, state, and local elections IAW applicable instructions and directives",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-240,1418,ALL,E2,A,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Understand and employ Operations Security (OPSEC),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Comprehend the Navy Equal Opportunity (EO) Program,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-241,1419,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the Navy’s sponsor program,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Take appropriate action to stop a fraternization situation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-242,1420,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the health and physical readiness program,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-243,1421,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the provisions of the privacy act,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-244,1422,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the definition of and policies pertaining to sexual harassment,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-245,1423,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the standards of conduct and professional ethics,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-246,1424,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the provisions of the Navy's integrity and efficiency program (fraud, waste, and abuse)",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-247,1425,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the procedures for state and national voting,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-248,1426,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the policy for equal opportunity and human rights,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-249,1427,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the policy on fraternization,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Understand the Command Managed Equal Opportunity (CMEO) Program,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-250,1428,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the Navy’s energy conservation program,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-251,1429,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the controls for environmental conditions and pollution (plastics at sea, ozone depletions, etc..)",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Given a scenario, adhere to the Navy standard to not abuse drugs",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-252,1430,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the provisions of the family ombudsman program,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Take appropriate action to report sexual assaults,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-253,1431,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the sources of information concerning services available to single sailors and Navy families,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-254,1432,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the basic fundamentals of Quality Assurance (QA),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-255,1433,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to communicate with elected officials,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Take care of family and other dependents ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-256,1434,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the Navy’s religious program,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-257,1435,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the function of the command Equal Opportunity Advisor (EOA),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Comprehend the Navy Sexual Assault Prevention and Response Program,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-258,1436,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the policy for trafficking in persons,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-259,1437,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the Navy's zero tolerance policy,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Obedient, willingfully follows procedures, rules and regulations; respects authority / Describe the basic rules and regulations pertaining to the wearing of civilian  clothing, drug depiction, and tattoos",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-260,1438,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the reporting procedures for sexual assault,All Sailor Task (ships),No,A-500-0613,LifeSkills,G-School,CENSERVSUPP,CTTL,Take appropriate action to stop a hazing situation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-261,1439,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe a Sailor's responsibility when seeking a request for religious accommodation,All Sailor Task (ships),No,A-322-2600,"Hazardous Material Control and Management (HMC&M)
Technician",F-School,CENSAFE,CTTL,Describe Safety Data Sheet (SDS),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-262,1440,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the Department of the Navy’s (DON) policy on accommodation of religious practices,All Sailor Task (ships),No,A-322-2600,"Hazardous Material Control and Management (HMC&M)
Technician",F-School,CENSAFE,CTTL,Perform disposition of Hazardous Material (HM),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-263,1441,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the Family Advocacy Program (FAP),All Sailor Task (ships),No,A-493-0080,Introduction to Hazardous Waste Generation and Handling,F-School,CENSEABEESFACENG,TCCD,Discuss Principles of Physical and Chemical Properties of Hazardous Waste in Relation to Safe Handling,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-264,1442,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the Navy’s mentorship program,All Sailor Task (ships),No,A-322-2600,"Hazardous Material Control and Management (HMC&M)
Technician",F-School,CENSAFE,CTTL,Describe Safety Data Sheet (SDS),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-265,1443,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the Sexual Assault Prevention and Response (SAPR) program,All Sailor Task (ships),No,A-493-0080 ,Introduction to Hazardous Waste Generation and Handling Temp Webinar COVID / Introduction to Hazardous Materials Ashore Global Online,F-School,CENSEABEESFACENG,CTTL,"Describe the beginning to end flow of hazardous waste from generator accumulation through transportation off-site to a treatment, storage, and disposal facility",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-266,1444,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of the Victim and Witness Assistance Program (VWAP),All Sailor Task (ships),No,A-493-0080 ,Introduction to Hazardous Waste Generation and Handling Temp Webinar COVID / Introduction to Hazardous Materials Ashore Global Online,F-School,CENSEABEESFACENG,CTTL,"Discuss the use of the IOSH Pocket Guide, DOT Emergency Response Guidebook, and Material Safety Data Sheets (MSDS) for determining the chemical and physical properties of hazardous materials",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-267,1445,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know U.S. Naval Regulations on tattoos, body art, and brands",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-268,1446,ALL,E2,A,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the Department of the Navy’s (DON) hazing policy,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-269,1447,ALL,E2,A,General Sailor,Hazardous Materials,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Utilize the Material Safety Data Sheet (MSDS), labels, signs, and symbols to clearly and properly identify Hazardous Material (HAZMAT)",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Comply with U.S. Navy Uniform Regulations, rules of military etiquette and bearing, and grooming standards",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-270,1448,ALL,E2,A,General Sailor,Hazardous Materials,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Dispose of used absorbents (speedy dry, rags, etc.)",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Given a scenario, adhere to the Navy standard to not abuse drugs",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-271,1449,ALL,E2,A,General Sailor,Hazardous Materials,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the proper procedures for and associated safety precautions when working with Hazardous Material (HAZMAT),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Discuss the process of transferring duty stations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-272,1450,ALL,E2,A,General Sailor,Hazardous Materials,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the proper procedures for and associated safety precautions when in the vicinity of the removal, handling, or stowage Hazardous Material (HAZMAT)",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Identify opportunities and benefits, as well as general requirements for retention and advancement, associated with a Navy career",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-273,1451,ALL,E2,A,General Sailor,Hazardous Materials,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Clean and properly dispose of used, excess, or spilled Hazardous Material (HAZMAT) and associated containers",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Discuss the process of transferring duty stations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-274,1452,ALL,E2,A,General Sailor,Hazardous Materials,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the purpose of a Ships Hazardous Materials List (SHML),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-275,1453,ALL,E3,A,General Sailor,"Watchstanding and Watch, Quarter, and Station Bill",NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the Command's watch organization,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the opportunities and benefits associated with a Navy career,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-276,1454,ALL,E3,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Know the regulations for upkeep, wearing, and marking of organizational and special clothing",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,"Discuss roles, responsibilities, and authority of Navy ranks",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-277,1455,ALL,E3,A,General Sailor,Uniforms,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Define the terms conspicuous, conservative, and faddish as they apply to navy uniforms",All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Discuss Navy Educational Opportunities,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-278,1456,ALL,E3,A,General Sailor,First Aid & Health,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Report people exhibiting signs and symptoms of drug and alcohol misuse,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Discuss Navy educational opportunities,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-279,1457,ALL,E3,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Update Career Management System/Interactive Detailing (CMS/ID) preferences,All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Comprehend the proper procedures for making entries in the official watch log,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-280,1458,ALL,E3,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the requirements for advancement in rate and selection of Petty Officers (PO),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-281,1459,ALL,E3,A,General Sailor,Career Information,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know how to apply for requisitions via the Career Management System/Interactive Detailing (CMS/ID),All Sailor Task (ships),No,A-950-0001,Recruit Basic Military Training,A-School,NSTC,TCCD,Know the Navy Operational Risk Management (ORM) process,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
