,PART I,,,,,,,,,,PART II,,,,,,,,,,,
2ad532ce-e63e-4145-9bc0-ea2389d6922e,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Maintain logs and records,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,"Identify fuels division logs, records, and reports","Knowledge/Performance Test, Oral Board/Test",,,,N/A
b13a4b7c-1f9c-4d61-8188-aa7f036d3a23,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Monitor pressure gauges,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c07149e2-e846-4040-b236-bd46d3a7bd97,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Respond to natural disasters limitations/Alarms/Emergencies for Fuel Farm ,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a3ecc38c-a0c8-40d2-bf71-b47fcc539971,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Obtain fuel samples,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
33a379a5-1db1-4820-a3cd-bf105511548f,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Operate filter separators,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
9be06876-ff52-4855-a0cb-557e2073cd86,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Operate truck fill stand,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3823d329-5d32-4b05-a584-e900828498f7,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Respond to overheating equipment limitations/Alarms/Emergencies Fuel Farm Familiarization,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4b05bc20-9b3a-4c24-8c40-f1e60f9090d0,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Respond to personnel mishaps/fuel saturation limitations/Alarms/Emergencies for Fuel Farm,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c7d4947a-a66d-442f-9b64-a130b88e7098,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Respond to alarms,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b1c315c5-94ea-42ae-9a3d-f8a42c122fe4,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Respond to sabotage/unauthorized personnel limitations/Alarms/Emergencies for Fuel Farm ,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c0f5762f-a8d6-42a3-b9cd-f6df490abff0,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Secure filter separator operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
cc46377e-1e36-43c0-beaa-58250051b75f,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (301 - Fuel Farm Familiarization),9/1/2004,300 Series PQS Watch Station,Secure truck fill stand operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f2888251-1f6d-4eaa-ba54-552c2645e9c1,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to aircraft malfunctions Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e88b660e-69b8-48ad-bc8a-0720c59d03e3,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to collision Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
af853b61-485e-43b2-9992-fb6a3cb8621a,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Identify concurrent cargo loading/offloading and refueling procedures of aircraft,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
86b78978-4e91-4eb5-9c1b-a94a6346c5e7,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Conduct post operational inspection,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
7ba89b11-cef8-43a9-a996-a5a2ff91e2de,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Conduct preoperational inspection,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a7d61628-b357-4d7b-a617-46535a8c972d,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Coordinate crossing of runways and taxiways,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ee59d0e7-4672-4df3-84cf-1735f31c1e26,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Defuel aircraft,Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,Perform aircraft defueling,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
4b8092b7-726f-4f68-9473-2dde02cf7518,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Defuel disabled aircraft,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
6bfc6970-a94c-4157-ad9c-c31d5411fa08,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Defuel off specification fuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
95dc9d50-6b3b-4411-aac5-e372bb1842ef,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to emergency breakaway mobile refueler Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
7a67eb99-7088-425d-ad0d-a5390b06791a,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to emergency defuel Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
21ed938a-e208-49ab-9106-89c436554397,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to excessive differential pressure Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5793848b-a9ee-438f-9d5d-4c7ecfc682a2,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to fire Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5574318d-d663-4f49-8b49-eed586475633,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Fuel aircraft,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
b6a92583-aecf-4a5f-9d36-d74885853165,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to fuel spills/leaks/ruptures Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f816b70e-fec9-497b-8389-dc4ceb65ae6e,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Identify hot refueling procedures,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
92e89dce-b5c9-440a-b359-f59da7f2a975,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to inclement weather Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
44b32173-0c3f-4fe6-8c4f-c01d489e37e3,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond loss of air pressure Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
aee29bde-9f9d-436e-90a7-5378cad0f92b,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to loss of fuel flow Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1b11b11d-1fbf-4047-8de5-902bf90616d6,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Obtain defuel certification document,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ca6e179c-e3e1-4217-aef9-be13b22578e4,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Offload truck product,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2cd94370-eb35-403f-ae2c-b44157f1bee1,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Operate truck fill stand,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c6fc8d8f-4c48-4c55-8b0e-d4cbccd0a1e7,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Perform off-station refuel/defuel,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
76536797-6e6c-4de5-8f59-7d83f06fb7ae,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Perform off-station refuel/defuel,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b1f1277b-2b90-4596-a706-be5a191b1826,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Perform over-wing refueling/defueling,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
a8d5650c-54ed-4ed1-9967-e038de34defa,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Position refueler to allow multiple source refueling,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
6db9287d-eb5d-4d83-8715-f356cef6a7f0,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Position refueler to allow piggyback refueling,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
c7dd06ce-2065-4465-a08c-f7bdeaf6f6fa,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Position refueler to defuel aircraft,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
32a41227-c7ca-49b9-a238-a8677021c90b,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Position refueler to fuel aircraft,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0b5ef81e-19f0-4c07-84ac-adfbf154f0a6,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Prepare defuel documents,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1f56ef91-92ac-41d3-907e-398495b2cf29,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Refuel ground support equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
afa910ad-3dca-41b8-a2a2-699dfe2182e5,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Refuel ships,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d58c91dd-cef8-4309-8a3c-6666436e521c,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Refuel/defuel auxiliary tanks,Rating Specific Task,No,C‑821‑2012,Shipboard Aviation Fuels Refresher ,F-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
705b6240-ce77-40f8-a0d1-e7eb6b9f3ca3,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Refuel/defuel auxiliary tanks,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
543d9a2e-f7ba-4028-94de-f36781692c78,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (302 - Mobile Refueler/Defueler Operator),9/1/2004,300 Series PQS Watch Station,Respond to sabotage/unauthorized personnel Alarms/Limitations/Emergencies for Mobile Refueler/Defueler Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e7ecda74-d0f5-4e8f-9451-e9b4c5ff0050,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (303 - Aircraft Direct Fueling Station Operator),9/1/2004,300 Series PQS Watch Station,Respond to aircraft malfunctions Alarms/Limitations/Emergencies for Aircraft Direct Fueling Station Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a07fc0e6-2f1c-4af5-a02e-efb548a0a6a5,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (303 - Aircraft Direct Fueling Station Operator),9/1/2004,300 Series PQS Watch Station,Align piping and associated equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a9fbe23e-baa9-461b-bd49-a1b789b1518a,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (303 - Aircraft Direct Fueling Station Operator),9/1/2004,300 Series PQS Watch Station,Respond to collision Alarms/Limitations/Emergencies for Aircraft Direct Fueling Station Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
29c11e5b-6b37-4582-8d04-454776e35452,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (303 - Aircraft Direct Fueling Station Operator),9/1/2004,300 Series PQS Watch Station,Conduct post operational inspection,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1daf3aaa-280a-4951-aeee-d9d9bb9d76ae,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (303 - Aircraft Direct Fueling Station Operator),9/1/2004,300 Series PQS Watch Station,Conduct preoperational inspection,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
fd1f9c24-68ee-4b14-ba47-f6cffeadbd4c,ABF,E1,A,Aviation Fuels Shore Base Operations Technician,Shore Refuel,NAVEDTRA 43288-C (Aviation Fuel Operations Ashore) (303 - Aircraft Direct Fueling Station Operator),9/1/2004,300 Series PQS Watch Station,Respond to emergency breakaway Alarms/Limitations/Emergencies for Aircraft Direct Fueling Station Operator,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
