PART I,,,,,,,,,,,PART II,,,,,,,,,Part III Cluster Analysis,,,,,,,,,,
Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Estimated Instructional Time,Notes
PQ13-015,QM,E1,A,Messenger of the Watch,Equipment Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Operate quarterdeck alarms,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ13-016,QM,E1,A,Messenger of the Watch,Communications,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Use ship's announcing system (1MC) as directed,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ13-017,QM,E1,A,Messenger of the Watch,Equipment Administration,NAVEDTRA 43397-F (302 Messenger of the Watch),10/2/2017,300 Series PQS Watch Station,Raise/lower pennants/flags as directed by OOD/POOW,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-001,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Read all applicable instructions prior to assuming watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-002,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Assume the watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-003,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Carry out daily routine and orders as the OOD directs,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-004,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Make entries in the Deck Log of all events as directed by the OOD,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-005,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Carry out routine for OOD when the OOD is at the gangway/brow,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-006,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Assist OOD with execution of boat schedule,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-007,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Assist in the inspection and control of the liberty party,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-008,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,"Render honors to officers/officials in passing (afoot, vehicle, and boat)",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-009,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Announce the CO’s/ranking officer’s/official’s arrival and departure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-010,QM,E5,J,Petty Officer of the Watch,Equipment Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Strike bells as OOD directs,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-011,QM,E5,J,Petty Officer of the Watch,Equipment Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Supervise and control the ship's general announcing system (1MC),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-012,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Observe sunrise,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-013,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Observe sunset,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-014,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Execute morning colors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-015,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Execute evening colors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-016,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Maintain quarterdeck cleanliness,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-017,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Verify embarking military/civilian personnel against security access list,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-018,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Maintain visitor log and badges,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-019,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Supervise the duties of the MOOW,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-020,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Inspect the oncoming watch for proper appearance,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-021,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Operate quarterdeck alarms,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-022,QM,E5,J,Petty Officer of the Watch,Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Supervise collection and preparation of 12 o'clock reports,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-023,QM,E5,J,Petty Officer of the Watch,Communications,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Monitor command early warning/high precedence voice net,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ14-024,QM,E5,J,Petty Officer of the Watch,Equipment Administration,NAVEDTRA 43397-F (303 Petty Officer of the Watch),10/2/2017,300 Series PQS Watch Station,Raise/lower flags/pennants as directed by OOD,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-001,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Read all applicable instructions prior to assuming watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-002,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Assist with the control of liberty parties leaving/returning to ship,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-003,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Assist CDO/OOD during emergency drills,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-004,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Inspect ship after sweepers,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-005,QM,E5,J,Duty M at Arms,Communications,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Make 8 o'clock reports,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-006,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Maintain order in lines for ship’s services,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-007,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Escort CO/XO/CDO on inspection,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-008,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Enforce reveille/taps,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-009,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Investigate minor infractions of the UCMJ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-010,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,"Carry out daily routine as directed by the CDO, OOD, and CMAA",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-011,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Initiate report chits/incident complaint reports,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-012,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Assist in processing new personnel reporting aboard,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-013,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Muster/inspect restricted and extra duty personnel,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-014,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Assist Safety Officer in identifying safety discrepancies,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-015,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Assist at judicial/non-judicial proceedings,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-016,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Assign extra duty personnel to extra duty stations,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-017,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Carry out escort duties,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-018,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Maintain desk journal,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-019,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Place a suspect under military apprehension,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-020,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Conduct legal search and seizure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-021,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Identify controlled pharmaceuticals using PDR,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-022,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Preserve a crime scene,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-023,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,"Identify, collect, and preserve evidence",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-024,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Demonstrate use of approved self-defense tactics,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-025,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Demonstrate use of approved restraint devices/tactics,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-026,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Demonstrate the proper method for handling intoxicated/disorderly personnel,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-027,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Maintain/supervise sea bag/lucky bag locker,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-028,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Assist in processing personnel for confinement,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ15-029,QM,E5,J,Duty M at Arms,Administration,NAVEDTRA 43397-F (304 Duty M at Arms),10/2/2017,300 Series PQS Watch Station,Assist in urine sample collection,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-001,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Inspect Brow Watches,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-002,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Inspect ship’s brow, mooring lines, ground tackle and position around brow/elevator area or breasting camel at stern of ship when brow located astern",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-003,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Review current and scheduled activities/evolutions and conditions of readiness,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-004,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Review current and predicted weather and tidal conditions with the OOD prior to assuming the watch,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-005,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Ascertain location /availability of CO, XO, and embarked commanders with OOD prior to assuming the watch",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-006,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Review required publications and instructions available on the brow,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-007,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Review ship’s, SOPA’s and OPNAV’s policies for civilian liberty boats",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-008,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Review ship’s, SOPA’s policies for ship’s boats",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-009,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Execute the ship’s routine as modified in the POD, PDL, and as directed by the OOD",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-010,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Ensure positive identification/authorization of personnel entering/leaving the ship,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-011,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Inspect/control liberty parties,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-012,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Inspect all packages/materials carried on/off the ship for unauthorized/illegal items in accordance with ship’s procedures,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-013,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Observe sunrise around the brow area as directed by the OOD,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ16-014,QM,E7,M,Junior Officer of the Deck,Administration,NAVEDTRA 43397-F (305 Junior Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Enforce ship’s boats’ safety requirements,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
