PART I,,,,,,,,,,PART II,,,,,,,,,,,
Rating,Rank,Level (A/J/M),Billet Title,Functional Area,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,NEC Refresher Training Selection,Journeyman,Master,Notes
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Clean and inspect nozzle strainer,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a job sheet disassemble and reassemble JP-5 nozzle,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Conduct hydrostatic test,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Don SCBA,Rating Specific Task,No,J-495-0413,Shipboard Aircraft Fire Fighting Course,F-School,CNATT,TCCD,Discuss the components and operational procedures for the equipment used in shipboard aircraft firefighting,"Knowledge/Performance Test, Oral Board/Test",,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,"Inspect, repair and test fuel nozzles under flow conditions",Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a job sheet disassemble and reassemble JP-5 nozzle,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Install emergency refueling rig,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,"Investigate, assess and report system casualty/battle damage",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Locate all aviation fuel station electrical power panels,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Maintain/replace gauges and Hoke (block) valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Manufacture miscellaneous fuel system gaskets,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Identify MOGAS emergency/jettison procedures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Operate plane to plane transfer cart/defuel cart,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Prepare for UNREP,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Respond to RAS station emergencies: Emergency break away,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Respond to RAS station emergencies: Excessive pressure,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Respond to RAS station emergencies: Parted spanwire,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,"Receive, store, and issue MOGAS",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair air driven pumps,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair butterfly valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair defuel pump,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair fuel hoses/restring hose,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify hose and hose reel components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair gate valves,Rating Specific Task,No,A-651-0065,Valve Maintenance,G-School,SWSCOLCOM,TCCD,Perform valve corrective maintenance,"Knowledge/Performance Test, Oral Board/Test",,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair globe valves,Rating Specific Task,No,A-651-0065,Valve Maintenance,G-School,SWSCOLCOM,TCCD,Perform valve corrective maintenance,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair leaks,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair quick disconnect couplings,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify nozzle and quick disconnect components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair reduction gear,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair swing check valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Repair swing joint/hose reel,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify hose and hose reel components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Set fuel delivery pressure,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Troubleshoot and repair automatic fuel/defuel valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Troubleshoot and repair electrical continuity wiring,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/01/09,300 Series PQS Watch Station,Validate Flight Deck AFOSS Diagrams,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Conduct routine inspections of assigned equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Respond to emergency Defuel Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Inform chain-of-command of equipment status and submit status reports,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Maintain PMS schedules,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Maintain technical manuals,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Maintain Tool Control Program,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Respond to MOGAS emergency jettison Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Monitor Work Center Training Program,Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,"Manage division personnel, spaces, and administration","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Monitor/coordinate all systems operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Submit material requirements,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Supervise operation/manning of RAS stations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,"Supervise, assign, monitor and track maintenance",Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,"Manage division personnel, spaces, and administration","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,"Supervise, storage, and issue of MOGAS",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Supervise/coordinate the following onloads: Catapult lube oil,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Supervise/coordinate the following onloads: JP-5,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Supervise/coordinate the following onloads: MOGAS,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/01/09,300 Series PQS Watch Station,Validate AFOSS flight deck diagrams and procedures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/01/09,300 Series PQS Watch Station,Align filter for fuel delivery,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/01/09,300 Series PQS Watch Station,Align for Service/Filter drain back,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/01/09,300 Series PQS Watch Station,Identify procedures when the automatic shutoff valve closes,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/01/09,300 Series PQS Watch Station,Identify procedures for excessive differential pressure,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/01/09,300 Series PQS Watch Station,Identify procedures for excessive pressure drop,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
